A census of human transcription factors: function, expression and evolution
Juan M Vaquerizas, Sarah K Kummerfeld, Sarah A Teichmann, Nicholas M Luscombe

Supplementary Table 2
List of TF-encoding loci classified as 'a', 'b', 'c', 'x', or selected from other databases (classified as 'other'; see Supplementary Material). For TFs included in the repertoire, the list also contains accompanying information including: Ensembl gene IDs (release 51), HGNC identifiers, IPI IDs, associated DNA-binding Interpro domains and families, and tissue specificity if any.

Last modified on Tuesday 10 Feb 2009 14:39

Downloaded from the Nature Reviews Genetics website: Downloaded from the Nature Reviews Genetics website: http://www.nature.com/nrg/journal/v10/n4/index.html 

--Table start--
Class	Ensembl ID	IPI ID	Interpro DBD	Interpro DNA-binding family	HGNC symbol	Tissue-specificity
b	ENSG00000166529	IPI00001344;IPI00098052;IPI00743996	IPR007086;IPR007087;IPR015880		ZSCAN21	
b	ENSG00000166704	IPI00328220	IPR007087;IPR015880		ZNF606	
b	ENSG00000166716	IPI00022460	IPR007087;IPR015880		ZNF592	general
b	ENSG00000166860	IPI00006589	IPR007087;IPR015880		ZBTB39	
b	ENSG00000166925	IPI00000171;IPI00852894;IPI00852963;IPI00853051		IPR000580	TSC22D4	spinal.cord
b	ENSG00000167380	IPI00302693;IPI00815640	IPR007086;IPR007087;IPR015880		ZNF226	
b	ENSG00000167383	IPI00798156	IPR007087;IPR015880		ZNF229	
b	ENSG00000167394	IPI00171118;IPI00791206;IPI00791748;IPI00792488;IPI00795905	IPR007087;IPR015880		ZNF668	
b	ENSG00000167395	IPI00004419;IPI00478439;IPI00644311;IPI00797640;IPI00873814	IPR007087;IPR015880		ZNF646	general
b	ENSG00000167528	IPI00184699;IPI00791541	IPR007087;IPR015880		ZNF641	
b	ENSG00000167554	IPI00167850;IPI00384709	IPR007087;IPR015880		ZNF610	
b	ENSG00000167562	IPI00300969;IPI00874285	IPR007086;IPR007087;IPR015880		ZNF701	
b	ENSG00000167625	IPI00644151	IPR007087;IPR015880		ZNF526	
b	ENSG00000167637	IPI00031592;IPI00413838	IPR007086;IPR007087;IPR015880		ZNF345	
b	ENSG00000167766	IPI00216169;IPI00386200;IPI00402006;IPI00479920	IPR007086;IPR007087;IPR015880		ZNF83	lymph.node;uterus
b	ENSG00000167785	IPI00177520	IPR007086;IPR007087;IPR015880		ZNF558	
b	ENSG00000167840	IPI00009478;IPI00220290	IPR007087;IPR015880		ZNF232	
b	ENSG00000167981	IPI00065390	IPR007087;IPR015880		ZNF597	
b	ENSG00000168348	IPI00045936	IPR007087;IPR015880		INSM2	
b	ENSG00000168505	IPI00006053	IPR001356;IPR009057;IPR012287		GBX2	
b	ENSG00000168795	IPI00006671	IPR007087;IPR015880		ZBTB5	
b	ENSG00000168813	IPI00401988;IPI00479220	IPR007087;IPR015880		ZNF507	
b	ENSG00000168826	IPI00152157;IPI00554487	IPR007087;IPR015880		ZNF509	
b	ENSG00000168916	IPI00166972;IPI00830019;IPI00872006	IPR007087;IPR015880		ZNF608	
b	ENSG00000169131	IPI00031589	IPR007087;IPR015880		ZNF354A	
b	ENSG00000169155	IPI00022264	IPR007087;IPR015880		ZBTB43	
b	ENSG00000169260	IPI00014133	IPR007087;IPR015880			
b	ENSG00000169548	IPI00337769	IPR007087;IPR015880		ZNF280A	
b	ENSG00000169955	IPI00783438	IPR007087;IPR015880		ZNF747	skin
b	ENSG00000170122	IPI00030339;IPI00896440	IPR001766;IPR011991		FOXD4	
b	ENSG00000170260	IPI00220420	IPR007087;IPR015880		ZNF212	general
b	ENSG00000170325	IPI00299681;IPI00386081;IPI00398772;IPI00399316;IPI00411675	IPR007087;IPR015880		PRDM10	
b	ENSG00000170684	IPI00141925	IPR007087;IPR015880		ZNF296	
b	ENSG00000170954	IPI00181298;IPI00431847;IPI00845330;IPI00845392;IPI00845500	IPR007087;IPR015880		ZNF415	general
b	ENSG00000171161	IPI00016285;IPI00744613	IPR007087;IPR015880		ZNF672	general
b	ENSG00000171163	IPI00106882;IPI00301870;IPI00743559;IPI00884038	IPR007087;IPR015880		ZNF692	general
b	ENSG00000171291	IPI00168560;IPI00641003	IPR007086;IPR007087;IPR015880		ZNF439	
b	ENSG00000171295	IPI00807675;IPI00829765	IPR007086;IPR007087;IPR015880		ZNF440	
b	ENSG00000171425	IPI00009777	IPR007086;IPR007087;IPR015880		ZNF581	
b	ENSG00000171443	IPI00060270	IPR000637;IPR007087;IPR015880		ZNF524	
b	ENSG00000171448	IPI00017087	IPR007087;IPR015880		ZBTB26	
b	ENSG00000171466	IPI00014874;IPI00655648	IPR007087;IPR015880		ZNF562	general
b	ENSG00000171467	IPI00168692;IPI00413365;IPI00878196	IPR007087;IPR015880		ZNF318	
b	ENSG00000171469	IPI00166817;IPI00743220	IPR007086;IPR007087;IPR015880		ZNF561	
b	ENSG00000171540	IPI00029796	IPR000047;IPR001356;IPR009057;IPR012287		OTP	
b	ENSG00000171574	IPI00216978;IPI00410464;IPI00477081;IPI00477396;IPI00873184;IPI00873360	IPR007087;IPR015880		ZNF584	general
b	ENSG00000171649	IPI00305608;IPI00477377;IPI00845247;IPI00845342	IPR007087;IPR015880		ZIK1	
b	ENSG00000171735	IPI00166031	IPR002909;IPR005559		CAMTA1	fetal.brain;spinal.cord;whole.brain
b	ENSG00000171786	IPI00026245	IPR011598		NHLH1	
b	ENSG00000171817	IPI00168568;IPI00383994;IPI00442104;IPI00847356	IPR007087;IPR015880		ZNF540	
b	ENSG00000171827	IPI00065675	IPR007086;IPR007087;IPR015880		ZNF570	
b	ENSG00000171843	IPI00000033;IPI00478977;IPI00644625		IPR005033	MLLT3	fetal.brain
b	ENSG00000171872	IPI00328949	IPR007087;IPR015880		KLF17	
b	ENSG00000171940	IPI00025310;IPI00791663	IPR007087;IPR015880		ZNF217	lymph.node;placenta;thymus;whole.blood.JJV
b	ENSG00000171970	IPI00643088;IPI00873938	IPR007087;IPR015880		ZNF57	
b	ENSG00000172000	IPI00017265	IPR007086;IPR007087;IPR015880		ZNF556	
b	ENSG00000172006	IPI00032442;IPI00644791	IPR007086;IPR007087;IPR015880		ZNF554	
b	ENSG00000172018	IPI00442096	IPR000418;IPR011991		ETV3L	
b	ENSG00000172262	IPI00216100;IPI00658062	IPR007087;IPR015880		ZNF131	
b	ENSG00000172667	IPI00008281;IPI00171537	IPR007087;IPR015880		ZMAT3	smooth.muscle;whole.brain
b	ENSG00000172748	IPI00163775;IPI00176317;IPI00873880	IPR007087;IPR015880		ZNF596	
b	ENSG00000172818	IPI00023663	IPR007087;IPR015880		OVOL1	
b	ENSG00000172888	IPI00413350	IPR007087;IPR015880		ZNF621	
b	ENSG00000173041	IPI00168690	IPR007087;IPR015880		ZNF680	
b	ENSG00000173068	IPI00014826;IPI00465099;IPI00647774;IPI00657659;IPI00816454;IPI00816521;IPI00816699	IPR007087;IPR015880		BNC2	uterus
b	ENSG00000173258	IPI00235842	IPR007087;IPR015880		ZNF483	
b	ENSG00000173275	IPI00166585	IPR007087;IPR015880		ZNF449	
b	ENSG00000173276	IPI00008137;IPI00797660	IPR007087;IPR015880		ZNF295	
b	ENSG00000173480	IPI00290557	IPR007086;IPR007087;IPR015880		ZNF417	
b	ENSG00000173976	IPI00063781	IPR001356;IPR009057;IPR012287		RAX2	
b	ENSG00000174197	IPI00741005;IPI00787901;IPI00896540	IPR008967;IPR011598	IPR001699	MGA	general
b	ENSG00000174255	IPI00019234;IPI00884347	IPR007086;IPR007087;IPR015880		ZNF80	general
b	ENSG00000174279	IPI00012495	IPR000047;IPR001356;IPR009057;IPR012287		EVX2	
b	ENSG00000174586	IPI00418614;IPI00872591	IPR007087;IPR015880		ZNF497	
b	ENSG00000174595	IPI00152493	IPR007087;IPR015880		KLF14	
b	ENSG00000174652	IPI00477443;IPI00874061;IPI00877620	IPR007086;IPR007087;IPR015880		ZNF266	fetal.lung;lymph.node;tonsil
b	ENSG00000174963	IPI00387173;IPI00396030;IPI00445107;IPI00790790;IPI00873128	IPR007087;IPR015880		ZIC4	
b	ENSG00000175105	IPI00218025	IPR007087;IPR015880		ZNF654	
b	ENSG00000175213	IPI00015481	IPR007087;IPR015880		ZNF408	
b	ENSG00000175322	IPI00152143	IPR007086;IPR007087;IPR015880		ZNF519	
b	ENSG00000175329	IPI00178348	IPR001356;IPR009057;IPR012287		ISX	
b	ENSG00000175550	IPI00003084;IPI00477494	IPR003958		DRAP1	smooth.muscle
b	ENSG00000175691	IPI00329233;IPI00414721	IPR007086;IPR007087;IPR015880		ZNF77	
b	ENSG00000175787	IPI00001525;IPI00796887	IPR007086;IPR007087;IPR015880		ZNF169	
b	ENSG00000175809	IPI00175201	IPR007087;IPR015880		ZNF645	
b	ENSG00000175885	IPI00297921	IPR007086;IPR007087;IPR015880		ZNF611	general
b	ENSG00000176024	IPI00045882;IPI00645769	IPR007087;IPR015880		ZNF613	
b	ENSG00000176083	IPI00176335;IPI00335135	IPR007087;IPR015880		ZNF683	
b	ENSG00000176222	IPI00247202	IPR007087;IPR015880		ZNF404	
b	ENSG00000176232	IPI00791390;IPI00892639	IPR007087;IPR015880		ZNF283	
b	ENSG00000176293	IPI00181335;IPI00395473;IPI00412865;IPI00645548	IPR007086;IPR007087;IPR015880		ZNF135	
b	ENSG00000176302	IPI00328795	IPR001766;IPR011991		FOXR1	
b	ENSG00000176399	IPI00298421	IPR001275		DMRTA1	
b	ENSG00000176407	IPI00306661	IPR007087;IPR015880		KCMF1	testis
b	ENSG00000176472	IPI00329217;IPI00645023	IPR007087;IPR015880		ZNF575	
b	ENSG00000176678	IPI00030343	IPR001766;IPR011991		FOXL1	
b	ENSG00000176692	IPI00019155	IPR001766;IPR011991		FOXC2	
b	ENSG00000176842	IPI00456865;IPI00647469;IPI00843908	IPR001356;IPR009057;IPR012287		IRX5	
b	ENSG00000177125	IPI00168404	IPR007087;IPR015880		ZBTB34	
b	ENSG00000177461	IPI00807725;IPI00884906	IPR001005;IPR009057;IPR012287		CCDC79	
b	ENSG00000177468	IPI00167528	IPR011598		OLIG3	
b	ENSG00000177551	IPI00026246;IPI00853619	IPR011598		NHLH2	
b	ENSG00000177599	IPI00045076;IPI00641152	IPR007087;IPR015880		ZNF491	
b	ENSG00000177842	IPI00166247;IPI00654765	IPR007087;IPR015880		ZNF620	
b	ENSG00000177853	IPI00307665;IPI00761133	IPR007087;IPR015880		ZNF518A	general
b	ENSG00000177873	IPI00166410;IPI00872690	IPR007086;IPR007087;IPR015880		ZNF619	
b	ENSG00000177888	IPI00411515;IPI00828141	IPR007087;IPR015880		ZBTB41	
b	ENSG00000177932	IPI00097321	IPR007086;IPR007087;IPR015880		ZNF354C	
b	ENSG00000178150	IPI00168314;IPI00745243	IPR007087;IPR015880		ZNF114	
b	ENSG00000178175	IPI00167408	IPR007087;IPR015880		ZNF366	
b	ENSG00000178187	IPI00298536	IPR007086;IPR007087;IPR015880		ZNF454	
b	ENSG00000178229	IPI00412693;IPI00795692	IPR007087;IPR015880		ZNF543	
b	ENSG00000178338	IPI00065351	IPR007086;IPR007087;IPR015880		ZNF354B	
b	ENSG00000178386	IPI00296696;IPI00337340	IPR007087;IPR015880		ZNF223	
b	ENSG00000178665	IPI00179405;IPI00872313	IPR007086;IPR007087;IPR015880		ZNF713	
b	ENSG00000178928	IPI00394791;IPI00856071;IPI00896544	IPR001356		TPRX1	
b	ENSG00000178935	IPI00015533	IPR007087;IPR015880		ZNF552	general
b	ENSG00000179059	IPI00292080	IPR007087;IPR015880		ZFP42	
b	ENSG00000179195	IPI00166563;IPI00786843	IPR007086;IPR007087;IPR015880		ZNF664	
b	ENSG00000179528	IPI00376237;IPI00550811	IPR001356;IPR009057;IPR012287	IPR015704	LBX2	
b	ENSG00000179772	IPI00220488	IPR001766;IPR011991		FOXS1	
b	ENSG00000179909	IPI00332890;IPI00872872	IPR007087;IPR015880		ZNF154	
b	ENSG00000179930	IPI00058344	IPR007086;IPR007087;IPR015880		ZNF648	
b	ENSG00000179943	IPI00045801	IPR007087;IPR015880		FIZ1	
b	ENSG00000179965	IPI00640047;IPI00871906	IPR007086;IPR007087;IPR015880		ZNF771	
b	ENSG00000179981	IPI00418941	IPR001356;IPR007087;IPR015880		TSHZ1	
b	ENSG00000180035	IPI00043494	IPR007086;IPR007087;IPR015880		ZNF48	
b	ENSG00000180053	IPI00074715;IPI00887927	IPR001356;IPR009057;IPR012287		NKX2-6	
b	ENSG00000180357	IPI00307591	IPR007087;IPR015880		ZNF609	
b	ENSG00000180479	IPI00396069	IPR007087;IPR015880		ZNF571	
b	ENSG00000180532	IPI00168043	IPR007087;IPR015880		ZSCAN4	
b	ENSG00000180787	IPI00064885	IPR007086;IPR007087;IPR015880		ZFP3	
b	ENSG00000180855	IPI00473113;IPI00641016	IPR007087;IPR015880		ZNF443	
b	ENSG00000180938	IPI00174865	IPR007086;IPR007087;IPR015880		ZNF572	
b	ENSG00000181007	IPI00647567;IPI00743529	IPR007087;IPR015880		ZFP82	
b	ENSG00000181135	IPI00395701	IPR007087;IPR015880		ZNF707	
b	ENSG00000181220	IPI00071929	IPR007087;IPR015880		ZNF746	
b	ENSG00000181444	IPI00410378;IPI00442217	IPR007086;IPR007087;IPR015880		ZNF467	whole.blood.JJV
b	ENSG00000181450	IPI00217098;IPI00479519	IPR007086;IPR007087;IPR015880		ZNF678	
b	ENSG00000181472	IPI00166957	IPR007087;IPR015880		ZBTB2	
b	ENSG00000181638	IPI00060440;IPI00743080;IPI00784280;IPI00895836	IPR007086;IPR007087;IPR015880		ZFP41	
b	ENSG00000181666	IPI00018891;IPI00477097;IPI00604493;IPI00645231	IPR007087;IPR015880		HKR1	
b	ENSG00000181722	IPI00178894;IPI00743178	IPR007087;IPR015880		ZBTB20	pituitary;prostate;uterus
b	ENSG00000181827	IPI00640136;IPI00896539	IPR003150;IPR011991		RFX7	
b	ENSG00000181894	IPI00328706	IPR007086;IPR007087;IPR015880		ZNF329	general
b	ENSG00000181896	IPI00217973	IPR007087;IPR015880		ZNF101	
b	ENSG00000182318	IPI00302884	IPR007087;IPR015880		ZSCAN22	
b	ENSG00000182463	IPI00032988;IPI00796998	IPR001356;IPR007087;IPR015880		TSHZ2	general
b	ENSG00000182903	IPI00556434	IPR007087;IPR015880		ZNF721	
b	ENSG00000182983	IPI00397964;IPI00787741	IPR007087;IPR015880		ZNF662	
b	ENSG00000182986	IPI00413972;IPI00872548	IPR007087;IPR015880		ZNF320	
b	ENSG00000183309	IPI00006466;IPI00829987	IPR007086;IPR007087;IPR015880		ZNF623	
b	ENSG00000183434	IPI00176406	IPR003316;IPR011991	IPR015648;IPR016556	TFDP3	
b	ENSG00000183621	IPI00150496;IPI00760902;IPI00761112;IPI00797372	IPR007087;IPR015880		ZNF438	
b	ENSG00000183647	IPI00383660	IPR007087;IPR015880		ZNF530	
b	ENSG00000183770	IPI00010550;IPI00902920	IPR001766;IPR011991		FOXL2	
b	ENSG00000183779	IPI00017972	IPR007087;IPR015880		ZNF703	
b	ENSG00000183850	IPI00401768	IPR007087;IPR015880			
b	ENSG00000184280	IPI00044714	IPR007087;IPR015880		ZNF285A	
b	ENSG00000184294	IPI00830021	IPR007087;IPR015880			
b	ENSG00000184492	IPI00018380	IPR001766;IPR011991		FOXD4L1	
b	ENSG00000184517	IPI00465055;IPI00549292	IPR007087;IPR015880		ZFP1	
b	ENSG00000184635	IPI00410611;IPI00639922;IPI00647236	IPR007087;IPR015880		ZNF56	
b	ENSG00000184659	IPI00103608	IPR001766;IPR011991			
b	ENSG00000184677	IPI00332552;IPI00747417	IPR007087;IPR015880		ZBTB40	general
b	ENSG00000184828	IPI00719277	IPR007087;IPR015880		ZBTB7C	
b	ENSG00000185177	IPI00064064;IPI00888231;IPI00888590	IPR007086;IPR007087;IPR015880		ZNF479	
b	ENSG00000185219	IPI00377116	IPR007087;IPR015880		ZNF445	
b	ENSG00000185252	IPI00220139;IPI00220140;IPI00480138;IPI00807386	IPR007087;IPR015880		ZNF74	
b	ENSG00000185278	IPI00000141;IPI00747755	IPR007087;IPR015880		ZBTB37	
b	ENSG00000185404	IPI00027693;IPI00719187	IPR000770;IPR010919			
b	ENSG00000185610	IPI00418609	IPR000047;IPR001356;IPR009057;IPR012287		DBX2	
b	ENSG00000185650	IPI00016635	IPR000571		ZFP36L1	
b	ENSG00000185669	IPI00238737	IPR007086;IPR007087;IPR015880		SNAI3	
b	ENSG00000185670	IPI00165014	IPR007087;IPR015880		ZBTB3	
b	ENSG00000185730	IPI00008381	IPR007086;IPR007087;IPR015880		ZNF696	
b	ENSG00000186017	IPI00396149;IPI00871805	IPR007086;IPR007087;IPR015880		ZNF566	
b	ENSG00000186019	IPI00329655;IPI00396331	IPR007087;IPR015880		ZNF224	
b	ENSG00000186020	IPI00288987;IPI00829603	IPR007087;IPR015880		ZNF529	
b	ENSG00000186026	IPI00455396	IPR007086;IPR007087;IPR015880		ZNF284	
b	ENSG00000186051	IPI00002906	IPR011598		TAL2	
b	ENSG00000186103	IPI00385762	IPR001356;IPR009057		ARGFX	
b	ENSG00000186130	IPI00009072	IPR007087;IPR015880		ZBTB6	
b	ENSG00000186230	IPI00397740	IPR007087;IPR015880		ZNF749	
b	ENSG00000186272	IPI00413807;IPI00647959	IPR007087;IPR015880		ZNF17	
b	ENSG00000186300	IPI00167903;IPI00402144;IPI00743097	IPR007087;IPR015880		ZNF555	
b	ENSG00000186376	IPI00640326;IPI00643716	IPR007086;IPR007087;IPR015880		ZNF75D	
b	ENSG00000186446	IPI00060716;IPI00410286;IPI00873125	IPR007087;IPR015880		ZNF501	
b	ENSG00000186487	IPI00007843;IPI00472597;IPI00651769;IPI00896441	IPR013681		MYT1L	fetal.brain;whole.brain
b	ENSG00000186564	IPI00030209	IPR001766;IPR011991		FOXD2	
b	ENSG00000186660	IPI00172474;IPI00477661;IPI00852854;IPI00872226	IPR007087;IPR015880		ZFP91	
b	ENSG00000186790	IPI00013354	IPR001766;IPR011991		FOXE3	
b	ENSG00000186812	IPI00168810;IPI00328954;IPI00478495;IPI00856094	IPR007087;IPR015880			
b	ENSG00000187187	IPI00328713;IPI00873335	IPR007086;IPR007087;IPR015880		ZNF546	
b	ENSG00000187559	IPI00103608;IPI00399264;IPI00847706	IPR001766;IPR011991		FOXD4L3	
b	ENSG00000187607	IPI00010163;IPI00793248	IPR007086;IPR007087;IPR015880		ZNF286A	
b	ENSG00000187626	IPI00005191;IPI00477801	IPR007086;IPR007087;IPR015880		ZKSCAN4	testis
b	ENSG00000187792	IPI00045732	IPR007086;IPR007087;IPR015880		ZNF70	
b	ENSG00000187801	IPI00186439	IPR007086;IPR007087;IPR015880		ZNF643	
b	ENSG00000187815	IPI00394833	IPR007087;IPR015880		ZNF642	
b	ENSG00000187987	IPI00896470	IPR007086;IPR007087;IPR015880		ZSCAN23	
b	ENSG00000188033	IPI00012282	IPR007086;IPR007087;IPR015880		ZNF490	
b	ENSG00000188171	IPI00647796;IPI00816465;IPI00872393	IPR007087;IPR015880		ZNF626	
b	ENSG00000188283	IPI00167901;IPI00644449	IPR007086;IPR007087;IPR015880		ZNF383	
b	ENSG00000188290	IPI00028151	IPR011598		HES4	
b	ENSG00000188295	IPI00549276	IPR007087;IPR015880		ZNF669	general
b	ENSG00000188321	IPI00022177;IPI00645804	IPR007086;IPR007087;IPR015880		ZNF559	
b	ENSG00000188620	IPI00869203	IPR001356;IPR009057		HMX3	
b	ENSG00000188629	IPI00012830;IPI00884250	IPR007087;IPR015880		ZNF177	
b	ENSG00000188785	IPI00387037;IPI00396374	IPR007087;IPR015880		ZNF548	
b	ENSG00000188868	IPI00179899;IPI00184499	IPR007087;IPR015880		ZNF563	
b	ENSG00000188994	IPI00164352	IPR007087;IPR015880		ZNF292	pituitary;whole.blood.JJV
b	ENSG00000189042	IPI00640322;IPI00655542;IPI00847438	IPR007087;IPR015880		ZNF567	
b	ENSG00000189144	IPI00398310;IPI00418297;IPI00827652;IPI00827764	IPR007087;IPR015880		ZNF573	general
b	ENSG00000189164	IPI00184061;IPI00847885	IPR007086;IPR007087;IPR015880		ZNF527	
b	ENSG00000189180	IPI00299890;IPI00334720	IPR007086;IPR007087;IPR015880		ZNF33A	
b	ENSG00000189190	IPI00013852;IPI00166965;IPI00478824;IPI00792215	IPR007086;IPR007087;IPR015880		ZNF600	
b	ENSG00000189298	IPI00010069;IPI00479796	IPR007086;IPR007087;IPR015880		ZKSCAN3	general
b	ENSG00000189299	IPI00394810	IPR001766;IPR011991		FOXR2	
b	ENSG00000196110	IPI00373927	IPR007086;IPR007087;IPR015880		ZNF699	
b	ENSG00000196150	IPI00384807;IPI00643611;IPI00884447	IPR007087;IPR015880		ZNF250	
b	ENSG00000196152	IPI00020499	IPR007086;IPR007087;IPR015880		ZNF79	
b	ENSG00000196172	IPI00043330;IPI00643919;IPI00794144	IPR007086;IPR007087;IPR015880		ZNF681	
b	ENSG00000196247	IPI00008208;IPI00871814	IPR007086;IPR007087;IPR015880		ZNF107	
b	ENSG00000196263	IPI00333859	IPR007086;IPR007087;IPR015880		ZNF471	
b	ENSG00000196268	IPI00092545;IPI00795058;IPI00797583;IPI00884060	IPR007087;IPR015880		ZNF493	
b	ENSG00000196323	IPI00419939;IPI00746523;IPI00827668;IPI00827772	IPR007087;IPR015880		ZBTB44	
b	ENSG00000196345	IPI00386232;IPI00479927	IPR007086;IPR007087;IPR015880		ZNF167	
b	ENSG00000196350	IPI00645478;IPI00888074	IPR007087;IPR015880			
b	ENSG00000196357	IPI00396028;IPI00479180	IPR007086;IPR007087;IPR015880		ZNF565	
b	ENSG00000196378	IPI00217856;IPI00788766;IPI00791581	IPR007087;IPR015880		ZNF34	
b	ENSG00000196387	IPI00004981;IPI00375080;IPI00794749	IPR007086;IPR007087;IPR015880		ZNF140	
b	ENSG00000196409	IPI00175313	IPR007087;IPR015880			
b	ENSG00000196417	IPI00902554	IPR007087;IPR015880			
b	ENSG00000196418	IPI00020556;IPI00221056;IPI00514866;IPI00607632	IPR007086;IPR007087;IPR015880		ZNF124	
b	ENSG00000196428	IPI00164935;IPI00477806;IPI00847319		IPR000580	TSC22D2	placenta;testis;uterus
b	ENSG00000196437	IPI00394985;IPI00642418;IPI00797317	IPR007086;IPR007087;IPR015880		ZNF569	
b	ENSG00000196453	IPI00181556;IPI00401752;IPI00852944;IPI00853640	IPR007087;IPR015880		ZNF777	
b	ENSG00000196458	IPI00333449;IPI00871223	IPR007086;IPR007087;IPR015880		ZNF605	
b	ENSG00000196460	IPI00442271	IPR011991			
b	ENSG00000196646	IPI00473074;IPI00645076;IPI00873170	IPR007086;IPR007087;IPR015880		ZNF136	
b	ENSG00000196652	IPI00032316	IPR007087;IPR015880		ZKSCAN5	
b	ENSG00000196653	IPI00152323;IPI00165519	IPR007086;IPR007087;IPR015880		ZNF502	
b	ENSG00000196670	IPI00410359;IPI00856024	IPR007087;IPR015880		ZFP62	
b	ENSG00000196693	IPI00168604;IPI00871259	IPR007086;IPR007087;IPR015880		ZNF33B	
b	ENSG00000196705	IPI00328207	IPR007086;IPR007087;IPR015880		ZNF431	
b	ENSG00000196724	IPI00152845	IPR007086;IPR007087;IPR015880		ZNF418	
b	ENSG00000196757	IPI00026524	IPR007086;IPR007087;IPR015880		ZNF700	
b	ENSG00000196793	IPI00003337;IPI00877040	IPR007087;IPR015880		ZNF239	
b	ENSG00000196812	IPI00058574	IPR007086;IPR007087;IPR015880		ZSCAN16	
b	ENSG00000196826	IPI00640218;IPI00643897	IPR007087;IPR015880		ZNF709	
b	ENSG00000196867	IPI00019829;IPI00647307	IPR007086;IPR007087;IPR015880		ZFP28	
b	ENSG00000196922	IPI00785055	IPR007087;IPR015880		ZNF252	
b	ENSG00000196946	IPI00418583	IPR007086;IPR007087;IPR015880		ZNF705A	
b	ENSG00000196967	IPI00152677;IPI00182689;IPI00646630	IPR007087;IPR015880		ZNF585A	
b	ENSG00000197008	IPI00377099;IPI00788026	IPR007087;IPR015880		ZNF138	
b	ENSG00000197016	IPI00294218;IPI00791472	IPR007087;IPR015880		ZNF470	
b	ENSG00000197020	IPI00217809;IPI00644776	IPR007086;IPR007087;IPR015880		ZNF100	
b	ENSG00000197025	IPI00375618	IPR007086;IPR007087;IPR015880		ZNF542	
b	ENSG00000197037	IPI00456907;IPI00657730;IPI00873315	IPR007087;IPR015880		ZNF498	
b	ENSG00000197044	IPI00175390;IPI00647184	IPR007087;IPR015880		ZNF441	
b	ENSG00000197050	IPI00154558;IPI00187195	IPR007086;IPR007087;IPR015880		ZNF420	
b	ENSG00000197062	IPI00293776;IPI00869339;IPI00880146	IPR007087;IPR015880		ZNF187	
b	ENSG00000197123	IPI00472494	IPR007086;IPR007087;IPR015880		ZNF679	
b	ENSG00000197124	IPI00034336;IPI00747886;IPI00872335	IPR007086;IPR007087;IPR015880		ZNF682	
b	ENSG00000197134	IPI00294232;IPI00642332	IPR007086;IPR007087;IPR015880		ZNF257	
b	ENSG00000197162	IPI00158506;IPI00472116;IPI00607757;IPI00743874	IPR007087;IPR015880		ZNF688	heart;testis
b	ENSG00000197279	IPI00029075	IPR007087;IPR015880		ZNF165	
b	ENSG00000197294	IPI00397207	IPR007087;IPR015880			
b	ENSG00000197343	IPI00292660;IPI00845470	IPR007087;IPR015880		ZNF655	
b	ENSG00000197363	IPI00412701	IPR007086;IPR007087;IPR015880		ZNF517	
b	ENSG00000197372	IPI00152427;IPI00409657	IPR007087;IPR015880		ZNF675	general
b	ENSG00000197472	IPI00747271	IPR007087;IPR015880		ZNF695	
b	ENSG00000197483	IPI00254606;IPI00878696	IPR007086;IPR007087;IPR015880		ZNF628	
b	ENSG00000197497	IPI00156804;IPI00871773	IPR007086;IPR007087;IPR015880		ZNF665	general
b	ENSG00000197550	IPI00397207	IPR007087;IPR015880			
b	ENSG00000197566	IPI00412544	IPR007087;IPR015880		ZNF624	
b	ENSG00000197587	IPI00219522;IPI00335270	IPR001356;IPR009057;IPR012287		DMBX1	
b	ENSG00000197619	IPI00418568;IPI00644529;IPI00871340;IPI00893871	IPR007087;IPR015880		ZNF615	
b	ENSG00000197647	IPI00175202	IPR007086;IPR007087;IPR015880		ZNF433	
b	ENSG00000197657	IPI00162664;IPI00397228	IPR007086;IPR007087;IPR015880		ZNF323	
b	ENSG00000197701	IPI00375781;IPI00478170	IPR007086;IPR007087;IPR015880		ZNF595	
b	ENSG00000197714	IPI00397734	IPR007087;IPR015880		ZNF460	
b	ENSG00000197779	IPI00293409	IPR007087;IPR015880		ZNF81	
b	ENSG00000197800	IPI00217980;IPI00643095	IPR007086;IPR007087;IPR015880		ZNF585B	
b	ENSG00000197808	IPI00152053;IPI00432560;IPI00796573;IPI00878549	IPR007087;IPR015880		ZNF461	
b	ENSG00000197921	IPI00373977;IPI00847865	IPR011598		HES5	
b	ENSG00000197928	IPI00334201	IPR007086;IPR007087;IPR015880		ZNF677	
b	ENSG00000197933	IPI00174902	IPR007087;IPR015880		ZNF823	
b	ENSG00000197935	IPI00014133	IPR007087;IPR015880		ZNF311	
b	ENSG00000197937	IPI00045605;IPI00479606;IPI00642859	IPR007087;IPR015880		ZNF347	
b	ENSG00000197951	IPI00021547;IPI00644281	IPR007086;IPR007087;IPR015880		ZNF71	
b	ENSG00000197961	IPI00033488	IPR007087;IPR015880		ZNF121	
b	ENSG00000197990	IPI00745716	IPR007087;IPR015880		ZNF734	
b	ENSG00000198026	IPI00021362;IPI00181856	IPR000637;IPR007087;IPR015880		ZNF335	
b	ENSG00000198028	IPI00043307	IPR007087;IPR015880		ZNF560	
b	ENSG00000198040	IPI00333480;IPI00871672	IPR007087;IPR015880		ZNF84	
b	ENSG00000198046	IPI00183349;IPI00413718;IPI00479892	IPR007086;IPR007087;IPR015880		ZNF667	
