PMID|Methods|UniPro|SwissP/TrEMBL_A|Gene_names_A|NCBI_tax_ID_A|UniPro|SwissP/TrEMBL_B|Gene_names_B|NCBI_tax_ID_B
10660610|cosedimentation|O60673|TREMBL|REV3L;POLZ;REV3;DNA polymerase zeta catalytic subunit|9606|Q9UI95|TREMBL|MAD2L2;MAD2B;REV7;mitotic spindle assembly checkpoint protein MAD2B;REV7 protein|9606
10660610|cosedimentation|Q9UI95|TREMBL|MAD2L2;MAD2B;REV7;mitotic spindle assembly checkpoint protein MAD2B;REV7 protein|9606|O60673|TREMBL|REV3L;POLZ;REV3;DNA polymerase zeta catalytic subunit|9606
10660610|cosedimentation|Q13257|TREMBL|MAD2L1;MAD2;mitotic spindle assembly checkpoint protein MAD2A;MAD2 protein|9606|Q9UI95|TREMBL|MAD2L2;MAD2B;REV7;mitotic spindle assembly checkpoint protein MAD2B;REV7 protein|9606
10660610|cosedimentation|Q9UI95|TREMBL|MAD2L2;MAD2B;REV7;mitotic spindle assembly checkpoint protein MAD2B;REV7 protein|9606|Q13257|TREMBL|MAD2L1;MAD2;mitotic spindle assembly checkpoint protein MAD2A;MAD2 protein|9606
10660610|cosedimentation|Q13257|TREMBL|MAD2L1;MAD2;mitotic spindle assembly checkpoint protein MAD2A;MAD2 protein|9606|O60673|TREMBL|REV3L;POLZ;REV3;DNA polymerase zeta catalytic subunit|9606
10660610|cosedimentation|Q13257|TREMBL|MAD2L1;MAD2;mitotic spindle assembly checkpoint protein MAD2A;MAD2 protein|9606|Q13312|TREMBL|MAD1;TXBP181;mitotic spindle assembly checkpoint protein MAD1;MAD1 protein|9606
10660620|two hybrid|P29350|SP|PTPN6;PTP1C;HCP;Protein-tyrosine phosphatase, non-receptor type 6 (SHP-1)|9606|Q9UKJ1|TREMBL|PILRA;paired immunoglobulin-like receptor;inhibitory receptor PILRalpha|9606
10660620|coip:coimmunoprecipitation|P29350|SP|PTPN6;PTP1C;HCP;Protein-tyrosine phosphatase, non-receptor type 6 (SHP-1)|9606|Q9UKJ1|TREMBL|PILRA;paired immunoglobulin-like receptor;inhibitory receptor PILRalpha|9606
10660620|coip:coimmunoprecipitation|Q9UKJ1|TREMBL|PILRA;paired immunoglobulin-like receptor;inhibitory receptor PILRalpha|9606|P29350|SP|PTPN6;PTP1C;HCP;Protein-tyrosine phosphatase, non-receptor type 6 (SHP-1)|9606
10660620|electron resonance|Q9UKJ1|TREMBL|PILRA;paired immunoglobulin-like receptor;inhibitory receptor PILRalpha|9606|P29350|SP|PTPN6;PTP1C;HCP;Protein-tyrosine phosphatase, non-receptor type 6 (SHP-1)|9606
10660620|electron resonance|Q9UKJ1|TREMBL|PILRA;paired immunoglobulin-like receptor;inhibitory receptor PILRalpha|9606|P29350|SP|PTPN6;PTP1C;HCP;Protein-tyrosine phosphatase, non-receptor type 6 (SHP-1)|9606
10660620|electron resonance|Q9UKJ1|TREMBL|PILRA;paired immunoglobulin-like receptor;inhibitory receptor PILRalpha|9606|P29350|SP|PTPN6;PTP1C;HCP;Protein-tyrosine phosphatase, non-receptor type 6 (SHP-1)|9606
11877430|two hybrid|P51813|SP|BMX;cytoplasmic tyrosine-protein kinase BMX;epithelial and endothelial tyrosine kinase;ETK protein|9606|Q96T51|SP|RUFY1;FYVE-finger protein EIP1;RUFY1 protein;RUN and FYVE domain containing protein 1|9606
11877430|coip:coimmunoprecipitation|Q96T51|SP|RUFY1;FYVE-finger protein EIP1;RUFY1 protein;RUN and FYVE domain containing protein 1|9606|P51813|SP|BMX;cytoplasmic tyrosine-protein kinase BMX;epithelial and endothelial tyrosine kinase;ETK protein|9606
11877430|coip:coimmunoprecipitation|P51813|SP|BMX;cytoplasmic tyrosine-protein kinase BMX;epithelial and endothelial tyrosine kinase;ETK protein|9606|Q96T51|SP|RUFY1;FYVE-finger protein EIP1;RUFY1 protein;RUN and FYVE domain containing protein 1|9606
11877430|coip:coimmunoprecipitation|P51813|SP|BMX;cytoplasmic tyrosine-protein kinase BMX;epithelial and endothelial tyrosine kinase;ETK protein|9606|Q8WXA3|SP|RUFY2;FYVE-finger protein EIP2;RUFY2 protein;RUN and FYVE domain containing protein 2|9606
11877430|coip:coimmunoprecipitation|P51813|SP|BMX;cytoplasmic tyrosine-protein kinase BMX;epithelial and endothelial tyrosine kinase;ETK protein|9606|Q96T51|SP|RUFY1;FYVE-finger protein EIP1;RUFY1 protein;RUN and FYVE domain containing protein 1|9606
11877430|coip:coimmunoprecipitation|P51813|SP|BMX;cytoplasmic tyrosine-protein kinase BMX;epithelial and endothelial tyrosine kinase;ETK protein|9606|Q96T51|SP|RUFY1;FYVE-finger protein EIP1;RUFY1 protein;RUN and FYVE domain containing protein 1|9606
11877430|coip:coimmunoprecipitation|P51813|SP|BMX;cytoplasmic tyrosine-protein kinase BMX;epithelial and endothelial tyrosine kinase;ETK protein|9606|Q96T51|SP|RUFY1;FYVE-finger protein EIP1;RUFY1 protein;RUN and FYVE domain containing protein 1|9606
11877430|coip:coimmunoprecipitation|P51813|SP|BMX;cytoplasmic tyrosine-protein kinase BMX;epithelial and endothelial tyrosine kinase;ETK protein|9606|Q96T51|SP|RUFY1;FYVE-finger protein EIP1;RUFY1 protein;RUN and FYVE domain containing protein 1|9606
11877430|two hybrid|P51813|SP|BMX;cytoplasmic tyrosine-protein kinase BMX;epithelial and endothelial tyrosine kinase;ETK protein|9606|Q96T51|SP|RUFY1;FYVE-finger protein EIP1;RUFY1 protein;RUN and FYVE domain containing protein 1|9606
10662555|cosedimentation|P50606|SP|MAGOH;mago nashi protein homolog|9606|Q9GZX8|SP|RBM8B;MDS014;RNA binding motif protein 8B;MDS014 protein|9606
10662555|two hybrid|P50606|SP|MAGOH;mago nashi protein homolog|9606|Q9GZX8|SP|RBM8B;MDS014;RNA binding motif protein 8B;MDS014 protein|9606
10662555|two hybrid|P50606|SP|MAGOH;mago nashi protein homolog|9606|Q9GZX8|SP|RBM8B;MDS014;RNA binding motif protein 8B;MDS014 protein|9606
10662555|two hybrid|Q9GZX8|SP|RBM8B;MDS014;RNA binding motif protein 8B;MDS014 protein|9606|P50606|SP|MAGOH;mago nashi protein homolog|9606
10664457|coip:coimmunoprecipitation|P42345|SP|FRAP1 OR FRAP;FKBP-rapamycin associated protein;FRAP|9606|P27348|SP|YWHAQ;14-3-3 protein tau (HS1 protein)|9606
10664457|coip:coimmunoprecipitation|P27348|SP|YWHAQ;14-3-3 protein tau (HS1 protein)|9606|P42345|SP|FRAP1 OR FRAP;FKBP-rapamycin associated protein;FRAP|9606
10664457|far western blotting|P42345|SP|FRAP1 OR FRAP;FKBP-rapamycin associated protein;FRAP|9606|P27348|SP|YWHAQ;14-3-3 protein tau (HS1 protein)|9606
10664457|coip:coimmunoprecipitation|P42345|SP|FRAP1 OR FRAP;FKBP-rapamycin associated protein;FRAP|9606|P27348|SP|YWHAQ;14-3-3 protein tau (HS1 protein)|9606
10664457|coip:coimmunoprecipitation|P42345|SP|FRAP1 OR FRAP;FKBP-rapamycin associated protein;FRAP|9606|P27348|SP|YWHAQ;14-3-3 protein tau (HS1 protein)|9606
10664457|coip:coimmunoprecipitation|P42345|SP|FRAP1 OR FRAP;FKBP-rapamycin associated protein;FRAP|9606|P27348|SP|YWHAQ;14-3-3 protein tau (HS1 protein)|9606
10664457|coip:coimmunoprecipitation|P42345|SP|FRAP1 OR FRAP;FKBP-rapamycin associated protein;FRAP|9606|P27348|SP|YWHAQ;14-3-3 protein tau (HS1 protein)|9606
10664457|coip:coimmunoprecipitation|P42345|SP|FRAP1 OR FRAP;FKBP-rapamycin associated protein;FRAP|9606|P27348|SP|YWHAQ;14-3-3 protein tau (HS1 protein)|9606
10664460|two hybrid|P15498|SP|VAV1;VAV;Vav proto-oncogene|9606|P52566|SP|RHGDIB;GDID4;Rho GDP-dissociation inhibitor 2;Rho GDI 2;Rho-GDI beta;Ly-GDI|9606
10664460|copurification|P52566|SP|RHGDIB;GDID4;Rho GDP-dissociation inhibitor 2;Rho GDI 2;Rho-GDI beta;Ly-GDI|9606|P15498|SP|VAV1;VAV;Vav proto-oncogene|9606
10664460|copurification|P15498|SP|VAV1;VAV;Vav proto-oncogene|9606|P52566|SP|RHGDIB;GDID4;Rho GDP-dissociation inhibitor 2;Rho GDI 2;Rho-GDI beta;Ly-GDI|9606
10664460|coip:coimmunoprecipitation|P15498|SP|VAV1;VAV;Vav proto-oncogene|9606|P52566|SP|RHGDIB;GDID4;Rho GDP-dissociation inhibitor 2;Rho GDI 2;Rho-GDI beta;Ly-GDI|9606
10664460|coip:coimmunoprecipitation|P52566|SP|RHGDIB;GDID4;Rho GDP-dissociation inhibitor 2;Rho GDI 2;Rho-GDI beta;Ly-GDI|9606|P15498|SP|VAV1;VAV;Vav proto-oncogene|9606
10664460|copurification|P52566|SP|RHGDIB;GDID4;Rho GDP-dissociation inhibitor 2;Rho GDI 2;Rho-GDI beta;Ly-GDI|9606|P15498|SP|VAV1;VAV;Vav proto-oncogene|9606
10664460|copurification|P52565|SP|ARHGDIA;GDIA1;Rho GDP-dissociation inhibitor 1;Rho GDI 1;Rho-GDI alpha|9606|P15498|SP|VAV1;VAV;Vav proto-oncogene|9606
10664460|coip:coimmunoprecipitation|P15498|SP|VAV1;VAV;Vav proto-oncogene|9606|P52565|SP|ARHGDIA;GDIA1;Rho GDP-dissociation inhibitor 1;Rho GDI 1;Rho-GDI alpha|9606
10666456|two hybrid|Q06609|SP|RAD51;RAD51A;DNA repair protein RAD51 homolog 1|9606|Q93068|SP|UBL1;SMT3H3;SMT3C;Ubiquitin-like protein UBL1 (Ubiquitin-like protein SMT3C;Ubiquitin-related protein SUMO-1;GAP modifying protein 1;Sentrin)|9606
10666456|two hybrid|Q06609|SP|RAD51;RAD51A;DNA repair protein RAD51 homolog 1|9606|P50550|SP|UBE2I;UBC9;UBCE9;Ubiquitin-like protein SUMO-1 conjugating enzyme ( Ubiquitin carrier protein)|9606
10666456|coip:coimmunoprecipitation|Q06609|SP|RAD51;RAD51A;DNA repair protein RAD51 homolog 1|9606|P50550|SP|UBE2I;UBC9;UBCE9;Ubiquitin-like protein SUMO-1 conjugating enzyme ( Ubiquitin carrier protein)|9606
10666456|coip:coimmunoprecipitation|Q06609|SP|RAD51;RAD51A;DNA repair protein RAD51 homolog 1|9606|P43351|SP|RAD52;DNA repair protein RAD52 homolog|9606
10666456|coip:coimmunoprecipitation|Q06609|SP|RAD51;RAD51A;DNA repair protein RAD51 homolog 1|9606|Q93068|SP|UBL1;SMT3H3;SMT3C;Ubiquitin-like protein UBL1 (Ubiquitin-like protein SMT3C;Ubiquitin-related protein SUMO-1;GAP modifying protein 1;Sentrin)|9606
10666456|coip:coimmunoprecipitation|P43351|SP|RAD52;DNA repair protein RAD52 homolog|9606|Q06609|SP|RAD51;RAD51A;DNA repair protein RAD51 homolog 1|9606
10666456|coip:coimmunoprecipitation|Q93068|SP|UBL1;SMT3H3;SMT3C;Ubiquitin-like protein UBL1 (Ubiquitin-like protein SMT3C;Ubiquitin-related protein SUMO-1;GAP modifying protein 1;Sentrin)|9606|Q06609|SP|RAD51;RAD51A;DNA repair protein RAD51 homolog 1|9606
10666456|coip:coimmunoprecipitation|Q93068|SP|UBL1;SMT3H3;SMT3C;Ubiquitin-like protein UBL1 (Ubiquitin-like protein SMT3C;Ubiquitin-related protein SUMO-1;GAP modifying protein 1;Sentrin)|9606|P43351|SP|RAD52;DNA repair protein RAD52 homolog|9606
10666456|coip:coimmunoprecipitation|P43351|SP|RAD52;DNA repair protein RAD52 homolog|9606|P50550|SP|UBE2I;UBC9;UBCE9;Ubiquitin-like protein SUMO-1 conjugating enzyme ( Ubiquitin carrier protein)|9606
10666456|coip:coimmunoprecipitation|P43351|SP|RAD52;DNA repair protein RAD52 homolog|9606|Q93068|SP|UBL1;SMT3H3;SMT3C;Ubiquitin-like protein UBL1 (Ubiquitin-like protein SMT3C;Ubiquitin-related protein SUMO-1;GAP modifying protein 1;Sentrin)|9606
10666456|coip:coimmunoprecipitation|Q93068|SP|UBL1;SMT3H3;SMT3C;Ubiquitin-like protein UBL1 (Ubiquitin-like protein SMT3C;Ubiquitin-related protein SUMO-1;GAP modifying protein 1;Sentrin)|9606|P50550|SP|UBE2I;UBC9;UBCE9;Ubiquitin-like protein SUMO-1 conjugating enzyme ( Ubiquitin carrier protein)|9606
10669754|two hybrid|Q8WUA0|SP|PML;promyelocytic leukemia gene;PML|9606|Q9UER7|SP|DAXX;BING2;Death domain-associated protein 6;Daxx|9606
10669754|two hybrid|Q8WUA0|SP|PML;promyelocytic leukemia gene;PML|9606|Q9UER7|SP|DAXX;BING2;Death domain-associated protein 6;Daxx|9606
10669754|two hybrid|Q8WUA0|SP|PML and RARA;NR1B1;fusion protein ( contains:promyelocytic leukemia gene PML and retinoic acid receptor alpha (RAR-alpha), short form|9606|Q9UER7|SP|DAXX;BING2;Death domain-associated protein 6;Daxx|9606
10669754|coip:coimmunoprecipitation|Q8WUA0|SP|PML;promyelocytic leukemia gene;PML|9606|Q9UER7|SP|DAXX;BING2;Death domain-associated protein 6;Daxx|9606
10669754|coip:coimmunoprecipitation|Q9UER7|SP|DAXX;BING2;Death domain-associated protein 6;Daxx|9606|Q8WUA0|SP|PML;promyelocytic leukemia gene;PML|9606
10669754|far western blotting|Q13547|SP|HDAC1;RPD3L1;Histone deacetylase 1;HD1|9606|Q9UER7|SP|DAXX;BING2;Death domain-associated protein 6;Daxx|9606
10669754|copurification|Q13547|SP|HDAC1;RPD3L1;Histone deacetylase 1;HD1|9606|Q9UER7|SP|DAXX;BING2;Death domain-associated protein 6;Daxx|9606
10669754|coip:coimmunoprecipitation|Q9UER7|SP|DAXX;BING2;Death domain-associated protein 6;Daxx|9606|Q13547|SP|HDAC1;RPD3L1;Histone deacetylase 1;HD1|9606
10669754|far western blotting|Q92769|SP|HDAC2;Histone deacetylase 2;HD2|9606|Q9UER7|SP|DAXX;BING2;Death domain-associated protein 6;Daxx|9606
10669754|far western blotting|O15379|SP|HDAC3;histone deacetylase 3|9606|Q9UER7|SP|DAXX;BING2;Death domain-associated protein 6;Daxx|9606
10672011|two hybrid|P35968|SP|KDR;FLK1;vascular endothelial growth factor receptor 2 precursor;protein-tyrosine kinase receptor Flk-1;VEGFR-2;kinase insert domain receptor|9606|P19174|SP|PLCG1;PLC1;1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 1;PLC-gamma-1;Phosphoinositide phospholipase C;Phospholipase C-gamma-1|9606
10672011|two hybrid|P35968|SP|KDR;FLK1;vascular endothelial growth factor receptor 2 precursor;protein-tyrosine kinase receptor Flk-1;VEGFR-2;kinase insert domain receptor|9606|P19174|SP|PLCG1;PLC1;1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 1;PLC-gamma-1;Phosphoinositide phospholipase C;Phospholipase C-gamma-1|9606
10672011|two hybrid|P35968|SP|KDR;FLK1;vascular endothelial growth factor receptor 2 precursor;protein-tyrosine kinase receptor Flk-1;VEGFR-2;kinase insert domain receptor|9606|P19174|SP|PLCG1;PLC1;1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 1;PLC-gamma-1;Phosphoinositide phospholipase C;Phospholipase C-gamma-1|9606
10672011|two hybrid|P35968|SP|KDR;FLK1;vascular endothelial growth factor receptor 2 precursor;protein-tyrosine kinase receptor Flk-1;VEGFR-2;kinase insert domain receptor|9606|P19174|SP|PLCG1;PLC1;1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 1;PLC-gamma-1;Phosphoinositide phospholipase C;Phospholipase C-gamma-1|9606
10672011|two hybrid|P35968|SP|KDR;FLK1;vascular endothelial growth factor receptor 2 precursor;protein-tyrosine kinase receptor Flk-1;VEGFR-2;kinase insert domain receptor|9606|P19174|SP|PLCG1;PLC1;1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 1;PLC-gamma-1;Phosphoinositide phospholipase C;Phospholipase C-gamma-1|9606
10672011|two hybrid|P35968|SP|KDR;FLK1;vascular endothelial growth factor receptor 2 precursor;protein-tyrosine kinase receptor Flk-1;VEGFR-2;kinase insert domain receptor|9606|P19174|SP|PLCG1;PLC1;1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 1;PLC-gamma-1;Phosphoinositide phospholipase C;Phospholipase C-gamma-1|9606
10672011|two hybrid|P35968|SP|KDR;FLK1;vascular endothelial growth factor receptor 2 precursor;protein-tyrosine kinase receptor Flk-1;VEGFR-2;kinase insert domain receptor|9606|P19174|SP|PLCG1;PLC1;1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 1;PLC-gamma-1;Phosphoinositide phospholipase C;Phospholipase C-gamma-1|9606
10672011|two hybrid|P35968|SP|KDR;FLK1;vascular endothelial growth factor receptor 2 precursor;protein-tyrosine kinase receptor Flk-1;VEGFR-2;kinase insert domain receptor|9606|P19174|SP|PLCG1;PLC1;1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 1;PLC-gamma-1;Phosphoinositide phospholipase C;Phospholipase C-gamma-1|9606
10672011|two hybrid|P35968|SP|KDR;FLK1;vascular endothelial growth factor receptor 2 precursor;protein-tyrosine kinase receptor Flk-1;VEGFR-2;kinase insert domain receptor|9606|P19174|SP|PLCG1;PLC1;1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 1;PLC-gamma-1;Phosphoinositide phospholipase C;Phospholipase C-gamma-1|9606
10672011|two hybrid|P35968|SP|KDR;FLK1;vascular endothelial growth factor receptor 2 precursor;protein-tyrosine kinase receptor Flk-1;VEGFR-2;kinase insert domain receptor|9606|P19174|SP|PLCG1;PLC1;1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 1;PLC-gamma-1;Phosphoinositide phospholipase C;Phospholipase C-gamma-1|9606
10672011|two hybrid|P35968|SP|KDR;FLK1;vascular endothelial growth factor receptor 2 precursor;protein-tyrosine kinase receptor Flk-1;VEGFR-2;kinase insert domain receptor|9606|P19174|SP|PLCG1;PLC1;1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 1;PLC-gamma-1;Phosphoinositide phospholipase C;Phospholipase C-gamma-1|9606
10672011|two hybrid|P35968|SP|KDR;FLK1;vascular endothelial growth factor receptor 2 precursor;protein-tyrosine kinase receptor Flk-1;VEGFR-2;kinase insert domain receptor|9606|P19174|SP|PLCG1;PLC1;1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 1;PLC-gamma-1;Phosphoinositide phospholipase C;Phospholipase C-gamma-1|9606
10672011|coip:coimmunoprecipitation|P35968|SP|KDR;FLK1;vascular endothelial growth factor receptor 2 precursor;protein-tyrosine kinase receptor Flk-1;VEGFR-2;kinase insert domain receptor|9606|P19174|SP|PLCG1;PLC1;1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 1;PLC-gamma-1;Phosphoinositide phospholipase C;Phospholipase C-gamma-1|9606
10657303|copurification|P25963|SP|NFKBIA;NF-kappaB inhibitor alpha|9606|Q9NYS0|SP|Kappa B-ras 1|9606
10657303|copurification|Q15653|SP|NFKBIB;NF-kappaB inhibitor beta|9606|Q9NYS0|SP|Kappa B-ras 1|9606
10657303|copurification|Q15653|SP|NFKBIB;NF-kappaB inhibitor beta|9606|Q9NYR9|SP|Kappa B-ras 2|9606
10657303|copurification|P25963|SP|NFKBIA;NF-kappaB inhibitor alpha|9606|Q9NYR9|SP|Kappa B-ras 2|9606
10657303|copurification|Q9NYS0|SP|Kappa B-ras 1|9606|P25963|SP|NFKBIA;NF-kappaB inhibitor alpha|9606
10681512|copurification|P08047|SP|SP1;TSFP1;transcription factor Sp1|9606|Q92731|SP|ESR2;NR3A2;ESTRB;estrogen receptor beta|9606
10681512|copurification|P08047|SP|SP1;TSFP1;transcription factor Sp1|9606|Q92731|SP|ESR2;NR3A2;ESTRB;estrogen receptor beta|9606
10681512|copurification|P08047|SP|SP1;TSFP1;transcription factor Sp1|9606|Q92731|SP|ESR2;NR3A2;ESTRB;estrogen receptor beta|9606
10683443|two hybrid|P08575|SP|CD45;Leukocyte common antigen;protein tyrosine phosphatase PTP|9606|P08575|SP|CD45;Leukocyte common antigen;protein tyrosine phosphatase PTP|9606
10692439|two hybrid|P27540|SP|ARNT;Aryl hydrocarbon receptor nuclear translocator (ARNT protein)|9606|Q9UBP5|SP|HEY2;CHF1;Basic-helix-loop-helix protein, BHLH DJ293L8.1;Cardiovascular basic helix-loop-helix factor 1, CHF1|9606
10692439|two hybrid|P27540|SP|ARNT;Aryl hydrocarbon receptor nuclear translocator (ARNT protein)|9606|Q9Y5J3|SP|HEY1;HESR1;CHF2;Hairy/enhancer-of-split related with YRPW motif 1;Cardiovascular helix-loop-helix factor CHF2|9606
10692483|two hybrid|P14416|SP|DRD2;D(2) dopamine receptor|9606|P21333|SP|FLNA;FLN1;FLN;Filamin A (ABP-280)|9606
10692483|two hybrid|P14416|SP|DRD2;D(2) dopamine receptor|9606|P21333|SP|FLNA;FLN1;FLN;Filamin A (ABP-280)|9606
10692483|copurification|P14416|SP|DRD2;D(2) dopamine receptor|9606|P21333|SP|FLNA;FLN1;FLN;Filamin A (ABP-280)|9606
10692483|two hybrid|P35462|SP|DRD3;D(3) dopamine receptor|9606|P21333|SP|FLNA;FLN1;FLN;Filamin A (ABP-280)|9606
10692483|copurification|P35462|SP|DRD3;D(3) dopamine receptor|9606|P21333|SP|FLNA;FLN1;FLN;Filamin A (ABP-280)|9606
10694430|two hybrid|O75030|SP|MITF;Microphthalmia-associated transcription factor MITF|9606|P50550|SP|UBE2I;UBC9;UBCE9;Ubiquitin-like protein SUMO-1 conjugating enzyme ( Ubiquitin carrier protein)|9606
10694430|copurification|P50550|SP|UBE2I;UBC9;UBCE9;Ubiquitin-like protein SUMO-1 conjugating enzyme ( Ubiquitin carrier protein)|9606|O75030|SP|MITF;Microphthalmia-associated transcription factor MITF|9606
10698743|two hybrid|P21728|SP|DRD1;D(1A) dopamine receptor|9606|Q9NYX4|SP|D1 dopamine receptor-interacting protein calcyon|9606
10702276|far western blotting|P98160|SP|HSPG2;Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG;perlecan;PLC|9606|P21781|SP|FGF7;KGF;Keratinocyte growth factor precursor KGF;fibroblast growth factor-7;FGF-7 HBGF-7|9606
10702276|far western blotting|P98160|SP|HSPG2;Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG;perlecan;PLC|9606|P21781|SP|FGF7;KGF;Keratinocyte growth factor precursor KGF;fibroblast growth factor-7;FGF-7 HBGF-7|9606
10702276|two hybrid|P21781|SP|FGF7;KGF;Keratinocyte growth factor precursor KGF;fibroblast growth factor-7;FGF-7 HBGF-7|9606|P98160|SP|HSPG2;Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG;perlecan;PLC|9606
10702276|far western blotting|P98160|SP|HSPG2;Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG;perlecan;PLC|9606|P21781|SP|FGF7;KGF;Keratinocyte growth factor precursor KGF;fibroblast growth factor-7;FGF-7 HBGF-7|9606
10702276|two hybrid|P21781|SP|FGF7;KGF;Keratinocyte growth factor precursor KGF;fibroblast growth factor-7;FGF-7 HBGF-7|9606|P98160|SP|HSPG2;Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG;perlecan;PLC|9606
10702276|two hybrid|P21781|SP|FGF7;KGF;Keratinocyte growth factor precursor KGF;fibroblast growth factor-7;FGF-7 HBGF-7|9606|P98160|SP|HSPG2;Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG;perlecan;PLC|9606
10702276|two hybrid|P21781|SP|FGF7;KGF;Keratinocyte growth factor precursor KGF;fibroblast growth factor-7;FGF-7 HBGF-7|9606|P98160|SP|HSPG2;Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG;perlecan;PLC|9606
10702276|two hybrid|P98160|SP|HSPG2;Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG;perlecan;PLC|9606|P21781|SP|FGF7;KGF;Keratinocyte growth factor precursor KGF;fibroblast growth factor-7;FGF-7 HBGF-7|9606
10702276|two hybrid|P98160|SP|HSPG2;Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG;perlecan;PLC|9606|P21781|SP|FGF7;KGF;Keratinocyte growth factor precursor KGF;fibroblast growth factor-7;FGF-7 HBGF-7|9606
10702276|two hybrid|P98160|SP|HSPG2;Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG;perlecan;PLC|9606|P21781|SP|FGF7;KGF;Keratinocyte growth factor precursor KGF;fibroblast growth factor-7;FGF-7 HBGF-7|9606
10702276|two hybrid|P98160|SP|HSPG2;Basement membrane-specific heparan sulfate proteoglycan core protein precursor HSPG;perlecan;PLC|9606|P21781|SP|FGF7;KGF;Keratinocyte growth factor precursor KGF;fibroblast growth factor-7;FGF-7 HBGF-7|9606
10698492|two hybrid|P14921|SP|ETS1;C-ets-1 protein (p54)|9606|Q9UER7|SP|DAXX;BING2;Death domain-associated protein 6;Daxx|9606
10698492|copurification|Q9UER7|SP|DAXX;BING2;Death domain-associated protein 6;Daxx|9606|P14921|SP|ETS1;C-ets-1 protein (p54)|9606
10698492|copurification|P14921|SP|ETS1;C-ets-1 protein (p54)|9606|Q9UER7|SP|DAXX;BING2;Death domain-associated protein 6;Daxx|9606
10707955|coip:coimmunoprecipitation|P03372|SP|ESR1;NR3A1;ESR;estrogen receptor ESR1;ER-alpha|9606|Q15424|SP|HET;SAF-B;HSP27 ERE-TATA-binding protein (nuclear matrix protein/scaffold attachment factor HET/SAF-B)|9606
10707955|copurification|Q15424|SP|HET;SAF-B;HSP27 ERE-TATA-binding protein (nuclear matrix protein/scaffold attachment factor HET/SAF-B)|9606|P03372|SP|ESR1;NR3A1;ESR;estrogen receptor ESR1;ER-alpha|9606
10707955|copurification|P03372|SP|ESR1;NR3A1;ESR;estrogen receptor ESR1;ER-alpha|9606|Q15424|SP|HET;SAF-B;HSP27 ERE-TATA-binding protein (nuclear matrix protein/scaffold attachment factor HET/SAF-B)|9606
10707955|copurification|P03372|SP|ESR1;NR3A1;ESR;estrogen receptor ESR1;ER-alpha|9606|Q15424|SP|HET;SAF-B;HSP27 ERE-TATA-binding protein (nuclear matrix protein/scaffold attachment factor HET/SAF-B)|9606
10707955|copurification|P03372|SP|ESR1;NR3A1;ESR;estrogen receptor ESR1;ER-alpha|9606|Q15424|SP|HET;SAF-B;HSP27 ERE-TATA-binding protein (nuclear matrix protein/scaffold attachment factor HET/SAF-B)|9606
10707955|copurification|P03372|SP|ESR1;NR3A1;ESR;estrogen receptor ESR1;ER-alpha|9606|Q15424|SP|HET;SAF-B;HSP27 ERE-TATA-binding protein (nuclear matrix protein/scaffold attachment factor HET/SAF-B)|9606
10707955|copurification|P03372|SP|ESR1;NR3A1;ESR;estrogen receptor ESR1;ER-alpha|9606|Q15424|SP|HET;SAF-B;HSP27 ERE-TATA-binding protein (nuclear matrix protein/scaffold attachment factor HET/SAF-B)|9606
10707955|copurification|P03372|SP|ESR1;NR3A1;ESR;estrogen receptor ESR1;ER-alpha|9606|Q15424|SP|HET;SAF-B;HSP27 ERE-TATA-binding protein (nuclear matrix protein/scaffold attachment factor HET/SAF-B)|9606
8633037|coip:coimmunoprecipitation|P29353|SP|SHC;SHC transforming protein|9606|P06748|SP|NPM;NPM1 and ALK;fusion protein p80 (contains:(NPM;Nucleophosmin;Nuclear phosphoprotein B23;Numatrin;Nucleolar protein NO38) and (ALK tyrosine kinase receptor precursor;Anaplastic lymphoma kinase))|9606
